Order Date,Region,Category,Segment,Sales,Quantity,Discount,Profit
2024-06-26,Central,Technology,Corporate,640.95,5,0.0,204.79
2024-06-26,East,Technology,Corporate,313.52,4,0.1,44.72
2024-06-27,East,Technology,Corporate,293.75,3,0.1,77.06
2024-06-27,West,Furniture,Corporate,275.76,3,0.0,58.18
2024-06-27,South,Technology,Corporate,142.91,6,0.2,5.89
2024-06-27,East,Technology,Consumer,182.48,1,0.2,13.75
2024-06-27,West,Office Supplies,Consumer,112.62,6,0.1,53.8
2024-06-28,Central,Technology,Consumer,248.05,5,0.0,99.97
2024-06-28,East,Technology,Home Office,1394.88,4,0.1,330.4
2024-06-28,West,Technology,Home Office,907.28,5,0.0,250.11
2024-06-29,West,Technology,Consumer,814.66,5,0.0,232.58
2024-06-29,West,Furniture,Consumer,144.24,7,0.0,56.52
2024-06-29,East,Office Supplies,Home Office,88.26,4,0.0,13.76
2024-06-29,West,Furniture,Corporate,248.92,7,0.0,87.25
2024-06-30,West,Technology,Consumer,499.91,1,0.3,36.33
2024-06-30,East,Office Supplies,Consumer,111.23,1,0.0,34.05
2024-06-30,East,Office Supplies,Consumer,32.3,3,0.1,-4.48
2024-06-30,West,Technology,Corporate,757.71,7,0.0,244.62
2024-06-30,Central,Technology,Consumer,169.0,5,0.0,75.9
2024-06-30,Central,Technology,Home Office,213.07,3,0.1,70.21
2024-07-01,East,Office Supplies,Corporate,27.12,1,0.2,14.18
2024-07-01,West,Technology,Corporate,238.66,5,0.2,79.66
2024-07-01,South,Technology,Consumer,44.86,1,0.1,13.54
2024-07-01,South,Office Supplies,Home Office,227.31,2,0.0,69.23
2024-07-01,West,Furniture,Home Office,596.59,3,0.0,163.0
2024-07-02,West,Technology,Home Office,537.09,1,0.0,155.89
2024-07-02,West,Technology,Corporate,747.66,3,0.1,184.48
2024-07-03,West,Technology,Home Office,672.18,4,0.1,162.39
2024-07-03,West,Technology,Consumer,614.61,1,0.0,173.46
2024-07-03,West,Office Supplies,Consumer,82.38,1,0.0,21.55
2024-07-03,East,Furniture,Corporate,890.47,3,0.0,254.21
2024-07-03,West,Office Supplies,Consumer,81.0,7,0.0,43.02
2024-07-03,Central,Technology,Consumer,835.08,3,0.0,201.11
2024-07-03,Central,Technology,Consumer,929.88,6,0.0,253.12
2024-07-04,South,Technology,Corporate,606.76,3,0.0,196.72
2024-07-04,South,Technology,Consumer,338.74,4,0.3,28.95
2024-07-04,West,Furniture,Consumer,314.45,6,0.0,100.28
2024-07-05,West,Technology,Consumer,437.91,1,0.0,115.34
2024-07-05,Central,Office Supplies,Consumer,102.66,4,0.2,30.15
2024-07-05,West,Office Supplies,Consumer,55.74,2,0.1,17.58
2024-07-05,Central,Furniture,Home Office,873.22,4,0.3,119.37
2024-07-05,West,Technology,Consumer,354.04,6,0.1,75.47
2024-07-05,South,Technology,Corporate,386.31,1,0.0,111.48
2024-07-05,South,Office Supplies,Consumer,114.03,6,0.0,14.08
2024-07-05,Central,Office Supplies,Consumer,75.73,6,0.1,46.31
2024-07-05,West,Technology,Corporate,175.36,7,0.1,33.14
2024-07-05,Central,Technology,Home Office,126.82,4,0.0,30.77
2024-07-06,West,Technology,Corporate,136.8,5,0.3,27.71
2024-07-06,Central,Office Supplies,Home Office,43.37,6,0.0,12.01
2024-07-06,East,Technology,Corporate,715.12,5,0.0,182.58
2024-07-06,South,Technology,Corporate,256.11,3,0.0,69.22
2024-07-06,South,Technology,Corporate,227.74,7,0.1,85.65
2024-07-07,South,Technology,Home Office,233.74,4,0.2,62.73
2024-07-07,West,Technology,Corporate,409.53,1,0.0,81.14
2024-07-07,East,Technology,Consumer,508.39,5,0.1,129.93
2024-07-08,West,Technology,Corporate,772.15,2,0.0,186.25
2024-07-08,Central,Office Supplies,Consumer,31.5,7,0.1,23.3
2024-07-08,East,Technology,Consumer,141.85,5,0.2,28.25
2024-07-08,South,Furniture,Home Office,268.64,2,0.1,59.61
2024-07-08,East,Technology,Corporate,1168.69,2,0.0,323.93
2024-07-08,South,Office Supplies,Corporate,59.24,4,0.2,10.46
2024-07-10,East,Furniture,Corporate,56.51,3,0.0,-2.8
2024-07-10,West,Office Supplies,Consumer,88.27,6,0.0,35.52
2024-07-11,West,Office Supplies,Consumer,85.09,3,0.0,36.13
2024-07-12,West,Technology,Home Office,235.08,4,0.0,71.41
2024-07-12,West,Office Supplies,Consumer,58.93,3,0.2,10.74
2024-07-13,East,Office Supplies,Corporate,49.71,3,0.2,-11.06
2024-07-14,East,Furniture,Consumer,465.07,2,0.2,79.37
2024-07-14,East,Office Supplies,Corporate,33.9,6,0.2,9.47
2024-07-15,East,Office Supplies,Consumer,44.26,2,0.0,25.17
2024-07-15,West,Technology,Consumer,269.23,5,0.3,26.95
2024-07-15,South,Technology,Corporate,467.94,7,0.0,140.15
2024-07-15,East,Office Supplies,Consumer,13.99,2,0.0,-2.99
2024-07-15,West,Furniture,Consumer,144.1,3,0.1,9.97
2024-07-15,South,Technology,Consumer,456.33,1,0.1,86.12
2024-07-15,South,Office Supplies,Consumer,195.4,7,0.0,73.42
2024-07-16,East,Office Supplies,Home Office,27.57,4,0.2,1.81
2024-07-16,East,Office Supplies,Corporate,233.32,7,0.1,67.88
2024-07-16,West,Furniture,Corporate,635.94,3,0.1,176.8
2024-07-16,Central,Technology,Consumer,682.35,5,0.0,191.41
2024-07-16,West,Office Supplies,Corporate,19.18,1,0.1,18.62
2024-07-16,West,Office Supplies,Home Office,168.33,2,0.0,68.94
2024-07-17,Central,Technology,Home Office,815.99,7,0.2,139.89
2024-07-17,West,Furniture,Home Office,350.1,6,0.0,94.5
2024-07-17,Central,Technology,Corporate,227.79,4,0.1,79.55
2024-07-17,Central,Technology,Corporate,418.34,7,0.1,85.95
2024-07-18,West,Furniture,Home Office,121.3,2,0.0,50.85
2024-07-18,Central,Office Supplies,Consumer,178.58,2,0.0,24.76
2024-07-18,East,Office Supplies,Home Office,86.98,7,0.1,54.35
2024-07-18,Central,Technology,Home Office,554.55,2,0.0,185.17
2024-07-18,West,Office Supplies,Consumer,216.56,3,0.0,67.08
2024-07-18,West,Office Supplies,Consumer,69.81,6,0.2,29.03
2024-07-18,East,Technology,Consumer,437.56,3,0.0,119.96
2024-07-19,Central,Furniture,Corporate,510.79,7,0.1,121.01
2024-07-19,East,Technology,Consumer,233.24,3,0.0,79.43
2024-07-19,West,Furniture,Consumer,188.04,6,0.1,34.7
2024-07-19,West,Technology,Consumer,154.44,2,0.3,48.39
2024-07-20,East,Office Supplies,Corporate,1.39,1,0.0,11.12
2024-07-20,West,Technology,Corporate,459.09,4,0.1,102.85
2024-07-20,West,Furniture,Consumer,283.52,1,0.3,50.59
2024-07-21,East,Office Supplies,Corporate,80.95,4,0.1,-0.35
2024-07-21,West,Furniture,Home Office,217.32,1,0.0,43.98
2024-07-21,West,Furniture,Consumer,520.76,4,0.1,120.14
2024-07-21,West,Technology,Corporate,919.67,5,0.0,259.01
2024-07-21,West,Furniture,Consumer,299.01,7,0.1,50.25
2024-07-21,West,Office Supplies,Consumer,56.38,1,0.1,8.63
2024-07-21,West,Office Supplies,Consumer,46.73,4,0.2,18.91
2024-07-21,West,Furniture,Consumer,447.66,5,0.1,119.09
2024-07-22,West,Office Supplies,Corporate,145.62,2,0.1,35.91
2024-07-22,West,Technology,Consumer,388.2,1,0.0,116.29
2024-07-22,Central,Technology,Consumer,254.84,4,0.0,49.78
2024-07-22,West,Office Supplies,Corporate,68.73,4,0.0,-5.41
2024-07-22,East,Technology,Corporate,624.85,5,0.1,155.76
2024-07-23,West,Technology,Consumer,1323.13,3,0.1,320.68
2024-07-24,West,Technology,Corporate,70.26,4,0.2,2.39
2024-07-24,West,Technology,Consumer,353.7,3,0.3,58.49
2024-07-24,West,Office Supplies,Corporate,122.26,4,0.1,41.52
2024-07-24,Central,Technology,Consumer,1482.44,3,0.1,339.5
2024-07-25,Central,Office Supplies,Home Office,70.22,7,0.0,38.5
2024-07-25,West,Technology,Home Office,318.3,1,0.1,78.03
2024-07-26,West,Furniture,Consumer,239.77,3,0.0,55.66
2024-07-26,East,Office Supplies,Home Office,282.83,3,0.2,86.24
2024-07-26,East,Office Supplies,Consumer,103.15,3,0.0,37.86
2024-07-27,West,Technology,Consumer,453.04,5,0.0,129.22
2024-07-27,East,Furniture,Consumer,56.82,2,0.2,8.6
2024-07-27,South,Office Supplies,Consumer,110.41,7,0.0,19.44
2024-07-28,West,Technology,Home Office,297.78,6,0.0,72.63
2024-07-28,Central,Office Supplies,Consumer,96.6,5,0.1,8.7
2024-07-28,West,Office Supplies,Corporate,36.3,5,0.3,10.97
2024-07-28,West,Office Supplies,Consumer,187.35,4,0.0,64.65
2024-07-28,South,Technology,Home Office,389.09,6,0.2,55.4
2024-07-28,East,Furniture,Consumer,440.6,6,0.0,99.95
2024-07-28,East,Office Supplies,Corporate,274.75,3,0.1,76.97
2024-07-29,East,Furniture,Consumer,299.61,5,0.0,84.09
2024-07-29,East,Technology,Corporate,942.35,7,0.0,283.1
2024-07-30,West,Technology,Consumer,601.01,6,0.1,139.4
2024-07-30,East,Technology,Home Office,559.45,2,0.0,168.77
2024-07-30,East,Office Supplies,Consumer,158.41,6,0.3,25.74
2024-07-31,Central,Technology,Corporate,714.47,7,0.0,225.87
2024-08-01,East,Technology,Home Office,28.65,2,0.0,25.55
2024-08-01,West,Technology,Corporate,382.38,3,0.0,90.9
2024-08-01,West,Office Supplies,Consumer,25.78,5,0.0,24.43
2024-08-01,Central,Technology,Consumer,545.46,3,0.0,158.02
2024-08-02,West,Technology,Consumer,190.24,3,0.0,47.55
2024-08-02,South,Office Supplies,Home Office,96.71,5,0.3,8.64
2024-08-02,East,Office Supplies,Corporate,91.62,4,0.2,17.51
2024-08-02,West,Technology,Consumer,779.91,1,0.1,173.6
2024-08-02,Central,Technology,Consumer,1211.43,2,0.2,230.07
2024-08-02,East,Technology,Consumer,1016.89,5,0.2,190.55
2024-08-02,Central,Furniture,Consumer,532.5,5,0.1,99.7
2024-08-02,East,Office Supplies,Consumer,55.57,7,0.1,-2.65
2024-08-02,West,Technology,Corporate,791.65,5,0.0,222.9
2024-08-03,West,Office Supplies,Home Office,54.65,1,0.1,24.05
2024-08-03,South,Office Supplies,Consumer,30.36,2,0.0,10.66
2024-08-03,Central,Office Supplies,Consumer,7.23,6,0.2,24.32
2024-08-03,West,Office Supplies,Corporate,112.38,3,0.1,22.07
2024-08-04,West,Office Supplies,Consumer,42.09,2,0.1,24.12
2024-08-04,West,Furniture,Corporate,400.43,7,0.1,113.19
2024-08-04,South,Office Supplies,Home Office,20.85,3,0.0,-13.09
2024-08-05,East,Office Supplies,Home Office,153.95,2,0.1,25.5
2024-08-05,East,Furniture,Consumer,163.55,6,0.0,31.34
2024-08-05,Central,Technology,Corporate,140.09,2,0.0,51.79
2024-08-06,East,Furniture,Consumer,313.91,4,0.0,93.52
2024-08-06,Central,Technology,Corporate,174.76,1,0.0,24.77
2024-08-06,West,Office Supplies,Consumer,72.02,4,0.0,-35.34
2024-08-06,West,Technology,Corporate,468.5,7,0.0,121.87
2024-08-06,East,Office Supplies,Corporate,105.68,3,0.1,33.34
2024-08-07,West,Furniture,Home Office,400.22,3,0.1,99.28
2024-08-07,West,Furniture,Consumer,217.89,3,0.2,22.93
2024-08-07,Central,Office Supplies,Consumer,385.23,1,0.0,114.58
2024-08-07,East,Office Supplies,Corporate,50.02,4,0.0,34.03
2024-08-07,West,Office Supplies,Consumer,84.32,3,0.0,31.83
2024-08-08,West,Furniture,Consumer,314.98,3,0.2,68.94
2024-08-08,East,Technology,Home Office,779.0,7,0.0,241.41
2024-08-08,East,Technology,Consumer,507.32,5,0.3,79.61
2024-08-09,East,Furniture,Home Office,251.56,7,0.0,71.41
2024-08-09,South,Technology,Home Office,617.07,2,0.1,148.45
2024-08-09,Central,Technology,Consumer,252.97,7,0.3,37.34
2024-08-10,West,Technology,Home Office,419.57,2,0.0,123.27
2024-08-10,Central,Technology,Consumer,330.52,1,0.0,107.22
2024-08-10,West,Office Supplies,Consumer,212.89,3,0.0,71.25
2024-08-10,East,Technology,Corporate,633.0,4,0.0,177.63
2024-08-10,West,Technology,Consumer,705.17,4,0.0,168.44
2024-08-10,West,Technology,Consumer,36.05,7,0.0,20.02
2024-08-10,South,Office Supplies,Corporate,16.67,4,0.0,6.91
2024-08-11,West,Office Supplies,Corporate,216.2,3,0.1,70.44
2024-08-11,Central,Furniture,Consumer,770.41,2,0.0,195.25
2024-08-11,Central,Office Supplies,Consumer,55.1,1,0.1,26.48
2024-08-11,West,Office Supplies,Corporate,70.8,1,0.0,-1.31
2024-08-11,Central,Furniture,Consumer,127.58,6,0.0,35.64
2024-08-11,West,Office Supplies,Consumer,57.35,7,0.0,-2.23
2024-08-12,West,Technology,Corporate,565.72,4,0.2,80.13
2024-08-12,West,Furniture,Consumer,612.09,6,0.1,135.34
2024-08-12,Central,Office Supplies,Corporate,60.18,5,0.0,16.63
2024-08-12,East,Technology,Consumer,900.21,7,0.0,243.21
2024-08-12,West,Furniture,Home Office,62.19,7,0.2,21.84
2024-08-13,Central,Technology,Corporate,386.06,1,0.0,98.08
2024-08-13,West,Office Supplies,Consumer,21.71,5,0.0,-3.6
2024-08-13,West,Technology,Home Office,2239.43,1,0.0,606.64
2024-08-13,East,Office Supplies,Consumer,26.02,1,0.0,21.49
2024-08-14,West,Office Supplies,Home Office,109.75,4,0.1,31.11
2024-08-14,Central,Office Supplies,Corporate,115.87,5,0.2,13.77
2024-08-14,East,Office Supplies,Home Office,100.8,2,0.0,11.71
2024-08-14,East,Office Supplies,Home Office,123.57,4,0.2,32.78
2024-08-14,East,Technology,Consumer,33.6,7,0.0,0.91
2024-08-14,East,Office Supplies,Consumer,89.3,3,0.0,25.86
2024-08-14,East,Technology,Home Office,305.36,6,0.3,42.8
2024-08-14,South,Furniture,Home Office,280.86,4,0.0,78.26
2024-08-15,Central,Furniture,Consumer,203.98,6,0.0,40.55
2024-08-15,East,Furniture,Consumer,400.21,7,0.0,107.16
2024-08-15,South,Technology,Consumer,95.14,4,0.0,-12.17
2024-08-15,South,Technology,Consumer,411.17,7,0.0,96.72
2024-08-15,West,Office Supplies,Consumer,72.76,1,0.1,16.35
2024-08-15,West,Technology,Corporate,163.33,1,0.0,69.67
2024-08-15,Central,Furniture,Corporate,62.07,4,0.0,-4.25
2024-08-15,West,Office Supplies,Consumer,36.16,5,0.2,3.55
2024-08-16,South,Technology,Corporate,457.54,7,0.0,133.6
2024-08-16,East,Furniture,Consumer,308.12,3,0.0,100.99
2024-08-16,West,Technology,Corporate,256.25,3,0.0,42.89
2024-08-16,East,Office Supplies,Home Office,67.37,6,0.1,1.7
2024-08-16,West,Office Supplies,Consumer,77.42,7,0.0,31.42
2024-08-16,West,Technology,Home Office,149.86,4,0.0,40.23
2024-08-16,West,Office Supplies,Home Office,65.5,5,0.0,8.42
2024-08-16,East,Office Supplies,Consumer,17.44,5,0.3,-37.06
2024-08-17,Central,Office Supplies,Consumer,13.7,4,0.1,16.34
2024-08-17,South,Office Supplies,Consumer,119.39,6,0.0,28.04
2024-08-18,Central,Office Supplies,Corporate,55.33,4,0.2,-7.74
2024-08-18,Central,Technology,Corporate,372.96,5,0.1,63.05
2024-08-18,West,Furniture,Consumer,303.84,3,0.0,76.76
2024-08-18,Central,Technology,Home Office,406.64,2,0.1,107.71
2024-08-18,Central,Furniture,Consumer,961.06,6,0.0,261.52
2024-08-19,West,Office Supplies,Consumer,5.87,1,0.1,11.41
2024-08-19,East,Furniture,Home Office,593.83,1,0.2,88.03
2024-08-19,East,Office Supplies,Consumer,83.3,2,0.1,24.29
2024-08-19,South,Office Supplies,Consumer,160.0,6,0.0,37.97
2024-08-20,East,Furniture,Corporate,9.94,6,0.0,-5.99
2024-08-20,West,Technology,Consumer,599.59,4,0.1,128.07
2024-08-21,East,Office Supplies,Corporate,236.34,4,0.3,27.87
2024-08-21,West,Furniture,Consumer,341.95,3,0.0,94.89
2024-08-21,West,Technology,Home Office,263.81,2,0.0,69.06
2024-08-22,Central,Technology,Consumer,119.66,5,0.0,28.12
2024-08-22,Central,Technology,Corporate,396.36,5,0.0,106.24
2024-08-23,Central,Office Supplies,Corporate,64.35,6,0.0,20.84
2024-08-23,West,Office Supplies,Home Office,64.77,4,0.1,30.48
2024-08-23,East,Office Supplies,Corporate,180.91,3,0.0,64.22
2024-08-23,South,Office Supplies,Consumer,300.65,4,0.0,80.36
2024-08-23,West,Technology,Home Office,318.26,5,0.3,45.43
2024-08-23,South,Technology,Home Office,712.7,2,0.0,225.18
2024-08-23,Central,Technology,Consumer,1320.05,4,0.0,380.87
2024-08-24,West,Furniture,Consumer,197.05,6,0.2,26.84
2024-08-24,West,Technology,Corporate,99.09,2,0.3,-4.54
2024-08-24,South,Office Supplies,Corporate,78.98,5,0.0,29.72
2024-08-24,West,Technology,Consumer,105.7,4,0.0,29.84
2024-08-24,West,Furniture,Consumer,1037.01,4,0.2,189.56
2024-08-24,West,Technology,Consumer,749.02,4,0.0,232.65
2024-08-24,West,Technology,Corporate,764.98,7,0.0,198.78
2024-08-24,West,Furniture,Corporate,253.5,5,0.2,51.78
2024-08-25,West,Technology,Corporate,513.51,4,0.2,101.1
2024-08-25,Central,Technology,Consumer,223.38,2,0.3,17.15
2024-08-25,West,Office Supplies,Home Office,198.73,3,0.1,44.02
2024-08-25,East,Technology,Consumer,89.59,7,0.0,43.77
2024-08-26,South,Technology,Consumer,68.14,2,0.0,22.17
2024-08-26,East,Office Supplies,Home Office,51.74,7,0.0,15.97
2024-08-26,West,Office Supplies,Consumer,95.17,6,0.0,1.08
2024-08-26,East,Office Supplies,Home Office,55.84,6,0.2,-27.85
2024-08-26,West,Technology,Consumer,146.28,6,0.0,31.8
2024-08-27,Central,Technology,Corporate,823.99,6,0.0,233.01
2024-08-27,Central,Technology,Corporate,544.43,4,0.0,178.78
2024-08-27,East,Furniture,Consumer,344.45,5,0.0,115.21
2024-08-27,West,Office Supplies,Corporate,38.2,7,0.0,31.95
2024-08-27,West,Technology,Home Office,566.35,3,0.0,160.26
2024-08-28,West,Technology,Consumer,561.84,6,0.0,179.02
2024-08-28,West,Office Supplies,Consumer,52.94,2,0.2,32.68
2024-08-29,East,Office Supplies,Consumer,64.9,2,0.0,16.12
2024-08-29,West,Technology,Consumer,69.09,4,0.1,31.61
2024-08-29,East,Furniture,Consumer,146.29,2,0.1,45.37
2024-08-29,East,Furniture,Consumer,185.1,7,0.0,54.06
2024-08-29,South,Furniture,Corporate,171.2,4,0.2,49.01
2024-08-29,West,Technology,Corporate,435.81,6,0.0,135.64
2024-08-30,West,Technology,Consumer,118.09,5,0.2,-5.45
2024-08-30,Central,Office Supplies,Home Office,81.64,5,0.0,24.21
2024-08-30,West,Office Supplies,Home Office,153.2,5,0.2,24.56
2024-08-30,West,Technology,Consumer,492.8,2,0.1,75.37
2024-08-31,West,Office Supplies,Consumer,133.07,6,0.1,53.31
2024-08-31,East,Furniture,Consumer,107.13,7,0.0,28.89
2024-08-31,East,Technology,Corporate,695.36,7,0.0,206.44
2024-08-31,West,Technology,Corporate,329.99,7,0.0,100.46
2024-08-31,Central,Office Supplies,Home Office,108.7,3,0.0,27.0
2024-08-31,South,Technology,Consumer,152.96,4,0.0,38.49
2024-09-01,West,Technology,Consumer,1349.63,7,0.1,309.14
2024-09-01,East,Technology,Home Office,440.04,5,0.0,145.2
2024-09-01,South,Office Supplies,Corporate,64.0,3,0.1,22.79
2024-09-01,West,Technology,Consumer,151.16,7,0.2,37.42
2024-09-01,West,Technology,Consumer,100.74,5,0.1,-3.56
2024-09-01,South,Technology,Consumer,219.14,6,0.0,89.24
2024-09-01,West,Office Supplies,Consumer,133.72,3,0.2,34.96
2024-09-02,East,Office Supplies,Consumer,62.01,6,0.3,-0.51
2024-09-02,West,Technology,Consumer,549.69,6,0.0,152.27
2024-09-02,West,Technology,Consumer,590.49,1,0.2,108.76
2024-09-02,East,Furniture,Consumer,550.87,5,0.2,93.88
2024-09-02,West,Office Supplies,Consumer,161.97,3,0.2,43.49
2024-09-02,East,Office Supplies,Consumer,34.68,3,0.1,-0.38
2024-09-02,West,Technology,Corporate,317.36,4,0.0,101.53
2024-09-02,West,Office Supplies,Consumer,158.04,1,0.1,46.67
2024-09-02,East,Office Supplies,Consumer,64.56,4,0.0,1.22
2024-09-03,Central,Furniture,Consumer,109.99,1,0.1,10.92
2024-09-03,Central,Office Supplies,Corporate,68.69,1,0.1,27.94
2024-09-03,West,Office Supplies,Consumer,130.1,5,0.0,18.38
2024-09-04,Central,Furniture,Corporate,363.71,3,0.1,87.11
2024-09-04,Central,Technology,Consumer,1977.33,7,0.1,460.74
2024-09-04,East,Technology,Home Office,78.07,1,0.3,0.95
2024-09-04,South,Office Supplies,Consumer,37.66,1,0.1,18.31
2024-09-04,East,Technology,Consumer,634.89,7,0.0,148.91
2024-09-04,West,Technology,Consumer,943.15,2,0.2,177.97
2024-09-04,East,Technology,Consumer,50.07,7,0.1,5.35
2024-09-04,South,Furniture,Corporate,728.32,6,0.0,210.02
2024-09-04,South,Furniture,Corporate,644.79,5,0.0,188.6
2024-09-04,West,Office Supplies,Consumer,63.41,4,0.0,17.25
2024-09-05,West,Technology,Consumer,470.88,7,0.0,132.84
2024-09-05,West,Furniture,Consumer,299.33,2,0.2,63.61
2024-09-05,Central,Technology,Corporate,26.46,6,0.0,-10.55
2024-09-05,West,Technology,Consumer,314.0,4,0.0,96.44
2024-09-05,West,Furniture,Consumer,401.13,5,0.0,129.95
2024-09-05,West,Technology,Corporate,708.15,7,0.0,191.7
2024-09-06,West,Office Supplies,Consumer,88.56,7,0.2,-0.51
2024-09-06,West,Technology,Consumer,328.84,4,0.0,79.59
2024-09-06,East,Technology,Consumer,783.43,1,0.0,200.24
2024-09-06,East,Furniture,Home Office,98.01,3,0.0,27.16
2024-09-06,West,Technology,Corporate,252.21,3,0.0,73.56
2024-09-07,East,Office Supplies,Consumer,55.3,4,0.0,38.76
2024-09-07,East,Technology,Home Office,493.66,2,0.0,118.24
2024-09-07,West,Technology,Consumer,815.9,2,0.0,224.17
2024-09-07,East,Office Supplies,Home Office,103.16,5,0.0,55.17
2024-09-08,West,Office Supplies,Consumer,96.14,5,0.0,24.78
2024-09-08,South,Office Supplies,Corporate,80.32,2,0.0,29.34
2024-09-08,West,Office Supplies,Home Office,47.94,2,0.1,16.08
2024-09-08,West,Furniture,Consumer,752.63,7,0.0,209.9
2024-09-08,West,Furniture,Consumer,253.72,5,0.1,69.75
2024-09-08,West,Office Supplies,Consumer,258.39,5,0.2,51.33
2024-09-08,West,Office Supplies,Consumer,200.15,7,0.0,60.99
2024-09-09,East,Technology,Corporate,1156.1,5,0.0,324.07
2024-09-09,West,Office Supplies,Home Office,36.21,4,0.1,-28.9
2024-09-09,Central,Technology,Consumer,316.74,4,0.0,90.24
2024-09-09,South,Technology,Corporate,556.65,5,0.0,166.05
2024-09-09,South,Office Supplies,Home Office,94.89,1,0.3,27.12
2024-09-09,South,Technology,Consumer,114.82,7,0.1,11.37
2024-09-10,West,Furniture,Home Office,242.07,4,0.1,61.43
2024-09-10,West,Office Supplies,Corporate,38.05,6,0.0,18.38
2024-09-10,East,Furniture,Corporate,676.49,7,0.3,86.89
2024-09-10,East,Furniture,Home Office,578.38,7,0.3,61.43
2024-09-10,West,Office Supplies,Corporate,105.34,6,0.1,41.33
2024-09-11,East,Technology,Consumer,802.74,5,0.1,175.71
2024-09-11,West,Technology,Consumer,138.71,3,0.1,57.77
2024-09-11,West,Office Supplies,Consumer,43.61,2,0.2,12.96
2024-09-11,West,Office Supplies,Corporate,128.23,6,0.0,17.99
2024-09-11,East,Technology,Consumer,300.81,7,0.2,79.94
2024-09-11,West,Technology,Corporate,407.76,6,0.0,104.58
2024-09-12,West,Technology,Corporate,391.11,1,0.2,77.71
2024-09-12,West,Furniture,Home Office,1570.76,3,0.0,448.66
2024-09-12,Central,Office Supplies,Consumer,108.79,6,0.1,23.03
2024-09-12,West,Office Supplies,Consumer,83.81,5,0.1,27.83
2024-09-12,Central,Furniture,Corporate,1197.83,6,0.0,341.49
2024-09-12,West,Furniture,Corporate,293.05,1,0.0,78.86
2024-09-13,South,Technology,Consumer,152.95,6,0.2,34.86
2024-09-13,Central,Office Supplies,Home Office,102.47,3,0.1,-10.0
2024-09-13,Central,Technology,Corporate,544.69,2,0.1,93.65
2024-09-13,Central,Technology,Consumer,203.67,6,0.0,93.96
2024-09-14,West,Office Supplies,Consumer,20.85,7,0.1,-6.1
2024-09-14,West,Technology,Consumer,725.14,4,0.2,145.54
2024-09-14,Central,Office Supplies,Corporate,87.0,6,0.0,31.48
2024-09-14,Central,Technology,Consumer,231.86,5,0.0,70.56
2024-09-15,West,Office Supplies,Consumer,28.18,4,0.0,-18.28
2024-09-15,East,Technology,Consumer,535.59,1,0.1,121.3
2024-09-15,East,Furniture,Corporate,291.14,6,0.1,67.26
2024-09-15,West,Furniture,Consumer,567.83,3,0.0,157.66
2024-09-15,South,Technology,Corporate,615.91,5,0.0,181.11
2024-09-16,West,Office Supplies,Consumer,106.62,2,0.0,38.45
2024-09-16,West,Furniture,Corporate,145.07,6,0.1,44.42
2024-09-16,South,Office Supplies,Consumer,185.06,3,0.0,79.65
2024-09-16,West,Furniture,Home Office,207.45,7,0.0,65.39
2024-09-16,East,Technology,Corporate,479.42,7,0.0,139.03
2024-09-16,Central,Technology,Corporate,469.45,1,0.0,113.12
2024-09-16,Central,Technology,Consumer,176.93,1,0.1,28.59
2024-09-17,West,Technology,Corporate,443.14,6,0.0,127.89
2024-09-17,South,Office Supplies,Corporate,54.24,7,0.0,-6.49
2024-09-17,Central,Office Supplies,Home Office,196.93,4,0.2,55.71
2024-09-17,East,Technology,Corporate,783.6,6,0.0,223.08
2024-09-17,West,Office Supplies,Consumer,29.37,3,0.0,-1.81
2024-09-17,Central,Office Supplies,Consumer,284.4,1,0.0,90.97
2024-09-18,Central,Office Supplies,Consumer,97.96,5,0.0,36.72
2024-09-18,South,Furniture,Consumer,120.42,4,0.0,11.7
2024-09-18,West,Technology,Consumer,261.82,5,0.0,61.69
2024-09-18,West,Technology,Consumer,796.03,6,0.0,214.09
2024-09-19,West,Technology,Consumer,99.76,1,0.0,33.18
2024-09-19,West,Technology,Corporate,350.12,1,0.0,119.67
2024-09-19,West,Furniture,Home Office,777.67,3,0.0,212.53
2024-09-19,West,Office Supplies,Consumer,126.26,3,0.0,38.83
2024-09-20,East,Technology,Corporate,200.22,2,0.1,19.93
2024-09-20,South,Office Supplies,Home Office,100.95,1,0.0,31.9
2024-09-21,West,Office Supplies,Corporate,6.38,2,0.0,5.24
2024-09-22,West,Technology,Home Office,595.26,4,0.1,173.11
2024-09-22,East,Technology,Corporate,486.44,7,0.2,92.43
2024-09-23,South,Technology,Consumer,1302.33,3,0.3,175.6
2024-09-23,Central,Furniture,Home Office,857.53,4,0.2,134.82
2024-09-23,Central,Technology,Consumer,628.48,7,0.0,166.9
2024-09-23,Central,Furniture,Corporate,245.65,3,0.1,54.15
2024-09-23,East,Furniture,Consumer,702.24,5,0.1,146.41
2024-09-23,Central,Furniture,Home Office,89.79,2,0.0,47.59
2024-09-24,Central,Office Supplies,Consumer,24.04,6,0.2,28.93
2024-09-24,Central,Technology,Consumer,388.58,2,0.0,120.03
2024-09-24,West,Furniture,Home Office,484.23,2,0.0,141.4
2024-09-24,Central,Technology,Consumer,184.59,2,0.0,77.53
2024-09-24,South,Technology,Corporate,229.8,5,0.0,74.68
2024-09-25,East,Technology,Home Office,247.11,5,0.0,55.4
2024-09-25,Central,Technology,Consumer,913.23,6,0.0,243.58
