Date,Dark_Store,Category,SKU,Units_Sold,Forecast_Units,On_Hand_Units,Promo_Flag
2025-02-12,DS-Amsterdam-02,Fresh Produce,FRE-04,42,47,209,0
2025-02-12,DS-Amsterdam-02,Fresh Produce,FRE-05,42,51,243,0
2025-02-12,DS-Amsterdam-02,Fresh Produce,FRE-06,32,51,208,0
2025-02-12,DS-Amsterdam-02,Dairy,DAI-01,34,24,120,0
2025-02-12,DS-Amsterdam-02,Dairy,DAI-02,30,28,113,0
2025-02-12,DS-Amsterdam-02,Dairy,DAI-03,41,39,140,0
2025-02-12,DS-Amsterdam-02,Dairy,DAI-04,27,30,111,0
2025-02-12,DS-Amsterdam-02,Dairy,DAI-05,34,31,119,0
2025-02-12,DS-Amsterdam-02,Dairy,DAI-06,18,34,50,0
2025-02-12,DS-Amsterdam-02,Beverages,BEV-01,52,49,197,0
2025-02-12,DS-Amsterdam-02,Beverages,BEV-02,52,46,187,0
2025-02-12,DS-Amsterdam-02,Beverages,BEV-03,56,41,212,0
2025-02-12,DS-Amsterdam-02,Beverages,BEV-04,66,50,200,0
2025-02-12,DS-Amsterdam-02,Beverages,BEV-05,62,46,257,0
2025-02-12,DS-Amsterdam-02,Beverages,BEV-06,46,65,150,0
2025-02-12,DS-Amsterdam-02,Snacks,SNA-01,52,47,72,0
2025-02-12,DS-Amsterdam-02,Snacks,SNA-02,45,44,68,0
2025-02-12,DS-Amsterdam-02,Snacks,SNA-03,61,41,108,0
2025-02-12,DS-Amsterdam-02,Snacks,SNA-04,41,33,65,0
2025-02-12,DS-Amsterdam-02,Snacks,SNA-05,47,38,72,0
2025-02-12,DS-Amsterdam-02,Snacks,SNA-06,39,37,56,0
2025-02-12,DS-Amsterdam-02,Household,HOU-01,22,21,73,0
2025-02-12,DS-Amsterdam-02,Household,HOU-02,19,18,53,0
2025-02-12,DS-Amsterdam-02,Household,HOU-03,18,22,74,0
2025-02-12,DS-Amsterdam-02,Household,HOU-04,25,26,94,0
2025-02-12,DS-Amsterdam-02,Household,HOU-05,10,20,35,0
2025-02-12,DS-Amsterdam-02,Household,HOU-06,21,21,85,0
2025-02-12,DS-Rotterdam-01,Fresh Produce,FRE-01,45,58,231,0
2025-02-12,DS-Rotterdam-01,Fresh Produce,FRE-02,48,60,263,0
2025-02-12,DS-Rotterdam-01,Fresh Produce,FRE-03,55,49,302,0
2025-02-12,DS-Rotterdam-01,Fresh Produce,FRE-04,42,64,282,0
2025-02-12,DS-Rotterdam-01,Fresh Produce,FRE-05,56,57,271,0
2025-02-12,DS-Rotterdam-01,Fresh Produce,FRE-06,60,53,304,0
2025-02-12,DS-Rotterdam-01,Dairy,DAI-01,40,32,167,0
2025-02-12,DS-Rotterdam-01,Dairy,DAI-02,29,35,91,0
2025-02-12,DS-Rotterdam-01,Dairy,DAI-03,43,30,150,0
2025-02-12,DS-Rotterdam-01,Dairy,DAI-04,37,41,114,0
2025-02-12,DS-Rotterdam-01,Dairy,DAI-05,37,33,152,0
2025-02-12,DS-Rotterdam-01,Dairy,DAI-06,31,35,115,0
2025-02-12,DS-Rotterdam-01,Beverages,BEV-01,64,72,197,0
2025-02-12,DS-Rotterdam-01,Beverages,BEV-02,46,77,179,0
2025-02-12,DS-Rotterdam-01,Beverages,BEV-03,64,73,206,0
2025-02-12,DS-Rotterdam-01,Beverages,BEV-04,64,69,210,0
2025-02-12,DS-Rotterdam-01,Beverages,BEV-05,66,68,190,0
2025-02-12,DS-Rotterdam-01,Beverages,BEV-06,78,53,262,0
2025-02-12,DS-Rotterdam-01,Snacks,SNA-01,50,55,66,0
2025-02-12,DS-Rotterdam-01,Snacks,SNA-02,54,38,68,0
2025-02-12,DS-Rotterdam-01,Snacks,SNA-03,66,55,115,0
2025-02-12,DS-Rotterdam-01,Snacks,SNA-04,63,66,102,0
2025-02-12,DS-Rotterdam-01,Snacks,SNA-05,50,53,73,0
2025-02-12,DS-Rotterdam-01,Snacks,SNA-06,122,99,170,1
2025-02-12,DS-Rotterdam-01,Household,HOU-01,31,32,111,0
2025-02-12,DS-Rotterdam-01,Household,HOU-02,26,30,96,0
2025-02-12,DS-Rotterdam-01,Household,HOU-03,27,20,105,0
2025-02-12,DS-Rotterdam-01,Household,HOU-04,26,27,96,0
2025-02-12,DS-Rotterdam-01,Household,HOU-05,29,24,118,0
2025-02-12,DS-Rotterdam-01,Household,HOU-06,40,22,131,0
2025-02-12,DS-Utrecht-01,Fresh Produce,FRE-01,53,65,306,0
2025-02-12,DS-Utrecht-01,Fresh Produce,FRE-02,45,50,303,0
2025-02-12,DS-Utrecht-01,Fresh Produce,FRE-03,43,51,222,0
2025-02-12,DS-Utrecht-01,Fresh Produce,FRE-04,50,52,309,0
2025-02-12,DS-Utrecht-01,Fresh Produce,FRE-05,71,82,440,1
2025-02-12,DS-Utrecht-01,Fresh Produce,FRE-06,45,47,242,0
2025-02-12,DS-Utrecht-01,Dairy,DAI-01,29,45,105,0
2025-02-12,DS-Utrecht-01,Dairy,DAI-02,38,36,123,0
2025-02-12,DS-Utrecht-01,Dairy,DAI-03,37,41,123,0
2025-02-12,DS-Utrecht-01,Dairy,DAI-04,42,38,132,0
2025-02-12,DS-Utrecht-01,Dairy,DAI-05,35,36,121,0
2025-02-12,DS-Utrecht-01,Dairy,DAI-06,26,38,83,0
2025-02-12,DS-Utrecht-01,Beverages,BEV-01,66,68,186,0
2025-02-12,DS-Utrecht-01,Beverages,BEV-02,65,55,240,0
2025-02-12,DS-Utrecht-01,Beverages,BEV-03,62,71,241,0
2025-02-12,DS-Utrecht-01,Beverages,BEV-04,53,62,220,0
2025-02-12,DS-Utrecht-01,Beverages,BEV-05,59,67,174,0
2025-02-12,DS-Utrecht-01,Beverages,BEV-06,74,55,247,0
2025-02-12,DS-Utrecht-01,Snacks,SNA-01,59,45,70,0
2025-02-12,DS-Utrecht-01,Snacks,SNA-02,53,51,79,0
2025-02-12,DS-Utrecht-01,Snacks,SNA-03,64,45,101,0
2025-02-12,DS-Utrecht-01,Snacks,SNA-04,95,81,138,1
2025-02-12,DS-Utrecht-01,Snacks,SNA-05,65,46,84,0
2025-02-12,DS-Utrecht-01,Snacks,SNA-06,44,43,78,0
2025-02-12,DS-Utrecht-01,Household,HOU-01,21,26,59,0
2025-02-12,DS-Utrecht-01,Household,HOU-02,19,22,73,0
2025-02-12,DS-Utrecht-01,Household,HOU-03,27,24,111,0
2025-02-12,DS-Utrecht-01,Household,HOU-04,23,19,79,0
2025-02-12,DS-Utrecht-01,Household,HOU-05,28,29,115,0
2025-02-12,DS-Utrecht-01,Household,HOU-06,24,19,85,0
2025-02-12,DS-TheHague-01,Fresh Produce,FRE-01,58,62,339,0
2025-02-12,DS-TheHague-01,Fresh Produce,FRE-02,61,66,354,0
2025-02-12,DS-TheHague-01,Fresh Produce,FRE-03,53,57,278,0
2025-02-12,DS-TheHague-01,Fresh Produce,FRE-04,85,73,592,0
2025-02-12,DS-TheHague-01,Fresh Produce,FRE-05,40,70,275,0
2025-02-12,DS-TheHague-01,Fresh Produce,FRE-06,54,55,264,0
2025-02-12,DS-TheHague-01,Dairy,DAI-01,52,51,175,0
2025-02-12,DS-TheHague-01,Dairy,DAI-02,53,45,156,0
2025-02-12,DS-TheHague-01,Dairy,DAI-03,52,37,215,0
2025-02-12,DS-TheHague-01,Dairy,DAI-04,51,49,171,0
2025-02-12,DS-TheHague-01,Dairy,DAI-05,75,87,276,1
2025-02-12,DS-TheHague-01,Dairy,DAI-06,40,35,134,0
2025-02-12,DS-TheHague-01,Beverages,BEV-01,83,62,330,0
2025-02-12,DS-TheHague-01,Beverages,BEV-02,55,52,226,0
2025-02-12,DS-TheHague-01,Beverages,BEV-03,130,142,452,1
2025-02-12,DS-TheHague-01,Beverages,BEV-04,95,79,339,0
2025-02-12,DS-TheHague-01,Beverages,BEV-05,77,63,279,0
2025-02-12,DS-TheHague-01,Beverages,BEV-06,67,90,201,0
2025-02-12,DS-TheHague-01,Snacks,SNA-01,77,58,124,0
2025-02-12,DS-TheHague-01,Snacks,SNA-02,77,57,125,0
2025-02-12,DS-TheHague-01,Snacks,SNA-03,65,47,116,0
2025-02-12,DS-TheHague-01,Snacks,SNA-04,64,54,95,0
2025-02-12,DS-TheHague-01,Snacks,SNA-05,115,84,172,1
2025-02-12,DS-TheHague-01,Snacks,SNA-06,74,46,100,0
2025-02-12,DS-TheHague-01,Household,HOU-01,34,21,119,0
2025-02-12,DS-TheHague-01,Household,HOU-02,31,27,95,0
2025-02-12,DS-TheHague-01,Household,HOU-03,35,29,116,0
2025-02-12,DS-TheHague-01,Household,HOU-04,28,31,103,0
2025-02-12,DS-TheHague-01,Household,HOU-05,56,54,230,1
2025-02-12,DS-TheHague-01,Household,HOU-06,27,27,90,0
2025-02-13,DS-Amsterdam-01,Fresh Produce,FRE-01,53,65,305,0
2025-02-13,DS-Amsterdam-01,Fresh Produce,FRE-02,57,65,375,0
2025-02-13,DS-Amsterdam-01,Fresh Produce,FRE-03,58,67,382,0
2025-02-13,DS-Amsterdam-01,Fresh Produce,FRE-04,61,69,375,0
2025-02-13,DS-Amsterdam-01,Fresh Produce,FRE-05,65,71,413,0
2025-02-13,DS-Amsterdam-01,Fresh Produce,FRE-06,46,62,302,0
2025-02-13,DS-Amsterdam-01,Dairy,DAI-01,53,39,218,0
2025-02-13,DS-Amsterdam-01,Dairy,DAI-02,84,70,301,1
2025-02-13,DS-Amsterdam-01,Dairy,DAI-03,48,42,146,0
2025-02-13,DS-Amsterdam-01,Dairy,DAI-04,42,51,146,0
2025-02-13,DS-Amsterdam-01,Dairy,DAI-05,44,45,127,0
2025-02-13,DS-Amsterdam-01,Dairy,DAI-06,40,47,160,0
2025-02-13,DS-Amsterdam-01,Beverages,BEV-01,83,76,295,0
2025-02-13,DS-Amsterdam-01,Beverages,BEV-02,66,66,219,0
2025-02-13,DS-Amsterdam-01,Beverages,BEV-03,82,62,321,0
2025-02-13,DS-Amsterdam-01,Beverages,BEV-04,94,75,381,0
2025-02-13,DS-Amsterdam-01,Beverages,BEV-05,75,79,228,0
2025-02-13,DS-Amsterdam-01,Beverages,BEV-06,79,71,300,0
2025-02-13,DS-Amsterdam-01,Snacks,SNA-01,72,67,99,0
2025-02-13,DS-Amsterdam-01,Snacks,SNA-02,88,56,107,0
2025-02-13,DS-Amsterdam-01,Snacks,SNA-03,70,55,113,0
2025-02-13,DS-Amsterdam-01,Snacks,SNA-04,57,53,76,0
2025-02-13,DS-Amsterdam-01,Snacks,SNA-05,71,63,103,0
2025-02-13,DS-Amsterdam-01,Snacks,SNA-06,62,75,74,0
2025-02-13,DS-Amsterdam-01,Household,HOU-01,26,26,90,0
2025-02-13,DS-Amsterdam-01,Household,HOU-02,39,24,124,0
2025-02-13,DS-Amsterdam-01,Household,HOU-03,25,30,87,0
2025-02-13,DS-Amsterdam-01,Household,HOU-04,31,25,93,0
2025-02-13,DS-Amsterdam-01,Household,HOU-05,36,33,125,0
2025-02-13,DS-Amsterdam-01,Household,HOU-06,35,28,136,0
2025-02-13,DS-Amsterdam-02,Fresh Produce,FRE-01,66,76,393,0
2025-02-13,DS-Amsterdam-02,Fresh Produce,FRE-02,44,54,230,0
2025-02-13,DS-Amsterdam-02,Fresh Produce,FRE-03,62,75,332,0
2025-02-13,DS-Amsterdam-02,Fresh Produce,FRE-04,67,77,430,0
2025-02-13,DS-Amsterdam-02,Fresh Produce,FRE-05,55,54,265,0
2025-02-13,DS-Amsterdam-02,Fresh Produce,FRE-06,55,58,274,0
2025-02-13,DS-Amsterdam-02,Dairy,DAI-01,42,41,167,0
2025-02-13,DS-Amsterdam-02,Dairy,DAI-02,56,48,191,0
2025-02-13,DS-Amsterdam-02,Dairy,DAI-03,70,63,198,1
2025-02-13,DS-Amsterdam-02,Dairy,DAI-04,46,42,162,0
2025-02-13,DS-Amsterdam-02,Dairy,DAI-05,79,71,238,1
2025-02-13,DS-Amsterdam-02,Dairy,DAI-06,54,44,220,0
2025-02-13,DS-Amsterdam-02,Beverages,BEV-01,80,72,271,0
2025-02-13,DS-Amsterdam-02,Beverages,BEV-02,95,83,354,0
2025-02-13,DS-Amsterdam-02,Beverages,BEV-03,75,89,292,0
2025-02-13,DS-Amsterdam-02,Beverages,BEV-04,85,89,327,0
2025-02-13,DS-Amsterdam-02,Beverages,BEV-05,81,84,331,0
2025-02-13,DS-Amsterdam-02,Beverages,BEV-06,79,72,310,0
2025-02-13,DS-Amsterdam-02,Snacks,SNA-01,70,62,96,0
2025-02-13,DS-Amsterdam-02,Snacks,SNA-02,65,52,96,0
2025-02-13,DS-Amsterdam-02,Snacks,SNA-03,75,56,111,0
2025-02-13,DS-Amsterdam-02,Snacks,SNA-04,119,88,185,1
2025-02-13,DS-Amsterdam-02,Snacks,SNA-05,66,50,101,0
2025-02-13,DS-Amsterdam-02,Snacks,SNA-06,67,52,95,0
2025-02-13,DS-Amsterdam-02,Household,HOU-01,24,30,97,0
2025-02-13,DS-Amsterdam-02,Household,HOU-02,38,30,111,0
2025-02-13,DS-Amsterdam-02,Household,HOU-03,27,28,108,0
2025-02-13,DS-Amsterdam-02,Household,HOU-04,59,59,236,1
2025-02-13,DS-Amsterdam-02,Household,HOU-05,34,29,111,0
2025-02-13,DS-Amsterdam-02,Household,HOU-06,33,36,97,0
2025-02-13,DS-Rotterdam-01,Fresh Produce,FRE-01,63,81,313,0
2025-02-13,DS-Rotterdam-01,Fresh Produce,FRE-02,60,72,298,0
2025-02-13,DS-Rotterdam-01,Fresh Produce,FRE-03,55,72,379,0
2025-02-13,DS-Rotterdam-01,Fresh Produce,FRE-04,61,70,357,0
2025-02-13,DS-Rotterdam-01,Fresh Produce,FRE-05,56,67,391,0
2025-02-13,DS-Rotterdam-01,Fresh Produce,FRE-06,45,64,316,0
2025-02-13,DS-Rotterdam-01,Dairy,DAI-01,36,42,148,0
2025-02-13,DS-Rotterdam-01,Dairy,DAI-02,39,51,156,0
2025-02-13,DS-Rotterdam-01,Dairy,DAI-03,39,43,148,0
2025-02-13,DS-Rotterdam-01,Dairy,DAI-04,50,47,158,0
2025-02-13,DS-Rotterdam-01,Dairy,DAI-05,41,54,154,0
2025-02-13,DS-Rotterdam-01,Dairy,DAI-06,43,42,139,0
2025-02-13,DS-Rotterdam-01,Beverages,BEV-01,58,66,217,0
2025-02-13,DS-Rotterdam-01,Beverages,BEV-02,64,78,241,0
2025-02-13,DS-Rotterdam-01,Beverages,BEV-03,72,88,288,0
2025-02-13,DS-Rotterdam-01,Beverages,BEV-04,61,57,208,0
2025-02-13,DS-Rotterdam-01,Beverages,BEV-05,76,71,217,0
2025-02-13,DS-Rotterdam-01,Beverages,BEV-06,84,71,283,0
2025-02-13,DS-Rotterdam-01,Snacks,SNA-01,72,46,126,0
2025-02-13,DS-Rotterdam-01,Snacks,SNA-02,71,68,103,0
2025-02-13,DS-Rotterdam-01,Snacks,SNA-03,61,48,84,0
2025-02-13,DS-Rotterdam-01,Snacks,SNA-04,69,50,91,0
2025-02-13,DS-Rotterdam-01,Snacks,SNA-05,59,60,85,0
2025-02-13,DS-Rotterdam-01,Snacks,SNA-06,77,52,137,0
2025-02-13,DS-Rotterdam-01,Household,HOU-01,27,22,103,0
2025-02-13,DS-Rotterdam-01,Household,HOU-02,25,25,85,0
2025-02-13,DS-Rotterdam-01,Household,HOU-03,33,28,124,0
2025-02-13,DS-Rotterdam-01,Household,HOU-04,31,33,97,0
2025-02-13,DS-Rotterdam-01,Household,HOU-05,25,28,76,0
2025-02-13,DS-Rotterdam-01,Household,HOU-06,28,26,93,0
2025-02-13,DS-Utrecht-01,Fresh Produce,FRE-01,55,71,354,0
2025-02-13,DS-Utrecht-01,Fresh Produce,FRE-02,57,61,403,0
2025-02-13,DS-Utrecht-01,Fresh Produce,FRE-03,65,66,412,0
2025-02-13,DS-Utrecht-01,Fresh Produce,FRE-04,63,52,324,0
2025-02-13,DS-Utrecht-01,Fresh Produce,FRE-05,50,74,254,0
2025-02-13,DS-Utrecht-01,Fresh Produce,FRE-06,47,61,303,0
2025-02-13,DS-Utrecht-01,Dairy,DAI-01,40,38,126,0
2025-02-13,DS-Utrecht-01,Dairy,DAI-02,39,32,114,0
2025-02-13,DS-Utrecht-01,Dairy,DAI-03,36,53,150,0
2025-02-13,DS-Utrecht-01,Dairy,DAI-04,43,46,161,0
2025-02-13,DS-Utrecht-01,Dairy,DAI-05,58,47,168,0
2025-02-13,DS-Utrecht-01,Dairy,DAI-06,74,82,299,1
2025-02-13,DS-Utrecht-01,Beverages,BEV-01,79,89,299,0
2025-02-13,DS-Utrecht-01,Beverages,BEV-02,92,81,322,0
2025-02-13,DS-Utrecht-01,Beverages,BEV-03,84,85,286,0
2025-02-13,DS-Utrecht-01,Beverages,BEV-04,79,80,272,0
2025-02-13,DS-Utrecht-01,Beverages,BEV-05,70,85,256,0
2025-02-13,DS-Utrecht-01,Beverages,BEV-06,74,80,265,0
2025-02-13,DS-Utrecht-01,Snacks,SNA-01,75,57,105,0
2025-02-13,DS-Utrecht-01,Snacks,SNA-02,59,57,101,0
2025-02-13,DS-Utrecht-01,Snacks,SNA-03,73,71,100,0
2025-02-13,DS-Utrecht-01,Snacks,SNA-04,63,57,83,0
2025-02-13,DS-Utrecht-01,Snacks,SNA-05,73,48,101,0
2025-02-13,DS-Utrecht-01,Snacks,SNA-06,132,104,234,1
2025-02-13,DS-Utrecht-01,Household,HOU-01,34,27,129,0
2025-02-13,DS-Utrecht-01,Household,HOU-02,31,39,102,0
2025-02-13,DS-Utrecht-01,Household,HOU-03,39,34,145,0
2025-02-13,DS-Utrecht-01,Household,HOU-04,31,32,99,0
2025-02-13,DS-Utrecht-01,Household,HOU-05,29,37,87,0
2025-02-13,DS-Utrecht-01,Household,HOU-06,24,30,75,0
2025-02-13,DS-TheHague-01,Fresh Produce,FRE-01,57,57,279,0
2025-02-13,DS-TheHague-01,Fresh Produce,FRE-02,50,61,298,0
2025-02-13,DS-TheHague-01,Fresh Produce,FRE-03,49,64,246,0
2025-02-13,DS-TheHague-01,Fresh Produce,FRE-04,53,46,364,0
2025-02-13,DS-TheHague-01,Fresh Produce,FRE-05,60,54,427,0
2025-02-13,DS-TheHague-01,Fresh Produce,FRE-06,63,74,376,0
2025-02-13,DS-TheHague-01,Dairy,DAI-01,78,76,236,1
2025-02-13,DS-TheHague-01,Dairy,DAI-02,49,37,160,0
2025-02-13,DS-TheHague-01,Dairy,DAI-03,33,47,97,0
2025-02-13,DS-TheHague-01,Dairy,DAI-04,63,47,256,0
2025-02-13,DS-TheHague-01,Dairy,DAI-05,51,41,149,0
2025-02-13,DS-TheHague-01,Dairy,DAI-06,38,41,128,0
2025-02-13,DS-TheHague-01,Beverages,BEV-01,80,78,258,0
2025-02-13,DS-TheHague-01,Beverages,BEV-02,71,66,234,0
2025-02-13,DS-TheHague-01,Beverages,BEV-03,78,68,306,0
2025-02-13,DS-TheHague-01,Beverages,BEV-04,63,80,200,0
2025-02-13,DS-TheHague-01,Beverages,BEV-05,69,73,259,0
2025-02-13,DS-TheHague-01,Beverages,BEV-06,69,52,276,0
2025-02-13,DS-TheHague-01,Snacks,SNA-01,69,51,121,0
2025-02-13,DS-TheHague-01,Snacks,SNA-02,72,50,129,0
2025-02-13,DS-TheHague-01,Snacks,SNA-03,71,52,116,0
2025-02-13,DS-TheHague-01,Snacks,SNA-04,64,49,113,0
2025-02-13,DS-TheHague-01,Snacks,SNA-05,56,61,100,0
2025-02-13,DS-TheHague-01,Snacks,SNA-06,60,52,79,0
2025-02-13,DS-TheHague-01,Household,HOU-01,26,32,85,0
2025-02-13,DS-TheHague-01,Household,HOU-02,31,27,120,0
2025-02-13,DS-TheHague-01,Household,HOU-03,36,28,134,0
2025-02-13,DS-TheHague-01,Household,HOU-04,20,27,57,0
2025-02-13,DS-TheHague-01,Household,HOU-05,31,23,127,0
2025-02-13,DS-TheHague-01,Household,HOU-06,29,23,109,0
2025-02-14,DS-Amsterdam-01,Fresh Produce,FRE-01,39,55,198,0
2025-02-14,DS-Amsterdam-01,Fresh Produce,FRE-02,71,98,397,1
2025-02-14,DS-Amsterdam-01,Fresh Produce,FRE-03,56,47,359,0
2025-02-14,DS-Amsterdam-01,Fresh Produce,FRE-04,58,45,336,0
2025-02-14,DS-Amsterdam-01,Fresh Produce,FRE-05,28,39,182,0
2025-02-14,DS-Amsterdam-01,Fresh Produce,FRE-06,44,48,237,0
2025-02-14,DS-Amsterdam-01,Dairy,DAI-01,37,28,134,0
2025-02-14,DS-Amsterdam-01,Dairy,DAI-02,38,37,144,0
2025-02-14,DS-Amsterdam-01,Dairy,DAI-03,38,35,124,0
2025-02-14,DS-Amsterdam-01,Dairy,DAI-04,30,36,105,0
2025-02-14,DS-Amsterdam-01,Dairy,DAI-05,29,42,108,0
2025-02-14,DS-Amsterdam-01,Dairy,DAI-06,27,30,107,0
2025-02-14,DS-Amsterdam-01,Beverages,BEV-01,51,62,204,0
2025-02-14,DS-Amsterdam-01,Beverages,BEV-02,52,62,203,0
2025-02-14,DS-Amsterdam-01,Beverages,BEV-03,50,70,171,0
2025-02-14,DS-Amsterdam-01,Beverages,BEV-04,58,59,171,0
2025-02-14,DS-Amsterdam-01,Beverages,BEV-05,54,62,167,0
2025-02-14,DS-Amsterdam-01,Beverages,BEV-06,65,57,215,0
2025-02-14,DS-Amsterdam-01,Snacks,SNA-01,57,43,83,0
2025-02-14,DS-Amsterdam-01,Snacks,SNA-02,96,77,153,1
2025-02-14,DS-Amsterdam-01,Snacks,SNA-03,54,37,95,0
2025-02-14,DS-Amsterdam-01,Snacks,SNA-04,54,34,74,0
2025-02-14,DS-Amsterdam-01,Snacks,SNA-05,59,37,87,0
2025-02-14,DS-Amsterdam-01,Snacks,SNA-06,49,41,63,0
2025-02-14,DS-Amsterdam-01,Household,HOU-01,23,23,75,0
2025-02-14,DS-Amsterdam-01,Household,HOU-02,27,18,106,0
2025-02-14,DS-Amsterdam-01,Household,HOU-03,44,44,184,1
2025-02-14,DS-Amsterdam-01,Household,HOU-04,23,22,67,0
2025-02-14,DS-Amsterdam-01,Household,HOU-05,20,22,63,0
2025-02-14,DS-Amsterdam-01,Household,HOU-06,19,26,66,0
2025-02-14,DS-Amsterdam-02,Fresh Produce,FRE-01,53,59,373,0
2025-02-14,DS-Amsterdam-02,Fresh Produce,FRE-02,60,62,429,0
2025-02-14,DS-Amsterdam-02,Fresh Produce,FRE-03,51,66,349,0
2025-02-14,DS-Amsterdam-02,Fresh Produce,FRE-04,57,69,278,0
2025-02-14,DS-Amsterdam-02,Fresh Produce,FRE-05,52,50,278,0
2025-02-14,DS-Amsterdam-02,Fresh Produce,FRE-06,48,73,338,0
2025-02-14,DS-Amsterdam-02,Dairy,DAI-01,51,35,190,0
2025-02-14,DS-Amsterdam-02,Dairy,DAI-02,36,39,137,0
2025-02-14,DS-Amsterdam-02,Dairy,DAI-03,68,62,277,1
2025-02-14,DS-Amsterdam-02,Dairy,DAI-04,37,33,114,0
2025-02-14,DS-Amsterdam-02,Dairy,DAI-05,39,35,130,0
2025-02-14,DS-Amsterdam-02,Dairy,DAI-06,41,38,122,0
2025-02-14,DS-Amsterdam-02,Beverages,BEV-01,77,61,235,0
2025-02-14,DS-Amsterdam-02,Beverages,BEV-02,67,72,256,0
2025-02-14,DS-Amsterdam-02,Beverages,BEV-03,64,56,196,0
2025-02-14,DS-Amsterdam-02,Beverages,BEV-04,74,78,309,0
2025-02-14,DS-Amsterdam-02,Beverages,BEV-05,75,73,270,0
2025-02-14,DS-Amsterdam-02,Beverages,BEV-06,72,53,288,0
2025-02-14,DS-Amsterdam-02,Snacks,SNA-01,54,43,66,0
2025-02-14,DS-Amsterdam-02,Snacks,SNA-02,67,55,85,0
2025-02-14,DS-Amsterdam-02,Snacks,SNA-03,56,53,86,0
2025-02-14,DS-Amsterdam-02,Snacks,SNA-04,69,60,113,0
2025-02-14,DS-Amsterdam-02,Snacks,SNA-05,55,59,78,0
2025-02-14,DS-Amsterdam-02,Snacks,SNA-06,59,58,77,0
2025-02-14,DS-Amsterdam-02,Household,HOU-01,24,31,68,0
2025-02-14,DS-Amsterdam-02,Household,HOU-02,31,25,92,0
2025-02-14,DS-Amsterdam-02,Household,HOU-03,32,31,118,0
2025-02-14,DS-Amsterdam-02,Household,HOU-04,23,26,80,0
2025-02-14,DS-Amsterdam-02,Household,HOU-05,48,61,141,1
2025-02-14,DS-Amsterdam-02,Household,HOU-06,31,27,121,0
2025-02-14,DS-Rotterdam-01,Fresh Produce,FRE-01,36,45,242,0
2025-02-14,DS-Rotterdam-01,Fresh Produce,FRE-02,45,52,228,0
2025-02-14,DS-Rotterdam-01,Fresh Produce,FRE-03,30,39,210,0
2025-02-14,DS-Rotterdam-01,Fresh Produce,FRE-04,43,52,307,0
2025-02-14,DS-Rotterdam-01,Fresh Produce,FRE-05,40,46,281,0
2025-02-14,DS-Rotterdam-01,Fresh Produce,FRE-06,38,41,229,0
2025-02-14,DS-Rotterdam-01,Dairy,DAI-01,25,28,96,0
2025-02-14,DS-Rotterdam-01,Dairy,DAI-02,31,28,101,0
2025-02-14,DS-Rotterdam-01,Dairy,DAI-03,36,38,113,0
2025-02-14,DS-Rotterdam-01,Dairy,DAI-04,28,29,109,0
2025-02-14,DS-Rotterdam-01,Dairy,DAI-05,32,33,132,0
2025-02-14,DS-Rotterdam-01,Dairy,DAI-06,35,25,145,0
2025-02-14,DS-Rotterdam-01,Beverages,BEV-01,56,54,216,0
2025-02-14,DS-Rotterdam-01,Beverages,BEV-02,50,49,142,0
2025-02-14,DS-Rotterdam-01,Beverages,BEV-03,63,41,183,0
2025-02-14,DS-Rotterdam-01,Beverages,BEV-04,69,50,215,0
2025-02-14,DS-Rotterdam-01,Beverages,BEV-05,65,46,263,0
2025-02-14,DS-Rotterdam-01,Beverages,BEV-06,61,47,241,0
2025-02-14,DS-Rotterdam-01,Snacks,SNA-01,91,76,131,1
2025-02-14,DS-Rotterdam-01,Snacks,SNA-02,58,39,90,0
2025-02-14,DS-Rotterdam-01,Snacks,SNA-03,40,49,48,0
2025-02-14,DS-Rotterdam-01,Snacks,SNA-04,45,40,80,0
2025-02-14,DS-Rotterdam-01,Snacks,SNA-05,51,40,67,0
2025-02-14,DS-Rotterdam-01,Snacks,SNA-06,46,41,75,0
2025-02-14,DS-Rotterdam-01,Household,HOU-01,42,35,123,1
2025-02-14,DS-Rotterdam-01,Household,HOU-02,21,23,64,0
2025-02-14,DS-Rotterdam-01,Household,HOU-03,23,25,67,0
2025-02-14,DS-Rotterdam-01,Household,HOU-04,18,17,53,0
2025-02-14,DS-Rotterdam-01,Household,HOU-05,27,20,91,0
2025-02-14,DS-Rotterdam-01,Household,HOU-06,23,22,88,0
2025-02-14,DS-Utrecht-01,Fresh Produce,FRE-01,57,60,280,0
2025-02-14,DS-Utrecht-01,Fresh Produce,FRE-02,98,99,603,1
2025-02-14,DS-Utrecht-01,Fresh Produce,FRE-03,54,62,304,0
2025-02-14,DS-Utrecht-01,Fresh Produce,FRE-04,68,67,352,0
2025-02-14,DS-Utrecht-01,Fresh Produce,FRE-05,46,74,233,0
2025-02-14,DS-Utrecht-01,Fresh Produce,FRE-06,59,57,326,0
2025-02-14,DS-Utrecht-01,Dairy,DAI-01,43,38,125,0
2025-02-14,DS-Utrecht-01,Dairy,DAI-02,46,36,162,0
2025-02-14,DS-Utrecht-01,Dairy,DAI-03,45,45,175,0
2025-02-14,DS-Utrecht-01,Dairy,DAI-04,43,48,146,0
2025-02-14,DS-Utrecht-01,Dairy,DAI-05,50,41,178,0
2025-02-14,DS-Utrecht-01,Dairy,DAI-06,42,42,132,0
2025-02-14,DS-Utrecht-01,Beverages,BEV-01,68,66,263,0
